x1,x2,x3,label
-0.587645,0.343685,-1.901610,1
-1.331938,-0.777342,1.058581,0
-0.079455,0.074256,-0.998557,1
1.498778,-1.971618,-1.448990,1
-1.303024,-0.388637,0.129552,0
-0.223253,0.095221,-0.776733,1
-0.495314,0.339733,-0.511638,1
-0.168163,-0.162464,-1.013781,1
1.414042,0.243148,0.732335,1
0.927986,0.303357,0.212257,1
0.068832,-0.973918,0.023848,0
-0.005900,0.413372,1.235981,0
0.928140,-0.000538,-1.023476,0
-0.969734,-1.366148,0.633708,0
0.570315,0.073431,1.044050,1
-0.645338,-0.274316,-0.532829,0
0.675217,1.188795,-0.006428,1
1.090905,-2.344962,0.177475,0
-0.570857,1.391575,0.970735,0
-0.086696,-0.388024,-0.512120,0
1.379948,1.028000,0.798166,1
2.080845,1.980165,0.188057,1
-0.866430,0.418549,-0.913014,1
1.088645,-1.506824,2.005729,1
-1.237086,-1.413641,-0.283422,0
-0.263721,-2.581186,-0.228702,1
-1.116595,-0.273069,-1.489609,1
-0.225319,1.940733,0.206839,1
0.550272,-0.506228,-1.339308,1
-0.174869,0.166315,0.375457,0
0.421576,1.737697,-1.107800,1
-0.242803,-0.766627,2.427221,0
1.370403,0.817594,-1.680595,1
-0.525320,-1.341793,-1.771711,0
0.590253,0.390668,-0.305829,0
-0.986861,-0.555161,-1.033055,0
-0.022887,-0.895988,-0.232050,0
-0.004472,0.507088,0.178125,1
-1.652015,-0.378696,0.276739,0
-1.598003,0.159178,1.206421,0
-0.094758,0.450457,0.247118,1
0.072414,0.152496,-0.782444,1
1.253122,-0.204170,-0.168564,1
0.787186,-0.854679,0.910502,0
-1.057781,0.205939,0.130179,0
1.062537,-0.412496,0.442994,0
1.259169,0.632459,0.536519,1
-0.785599,-0.327372,0.501779,0
0.123745,-1.359820,0.181094,0
-1.083337,-0.154685,-1.856504,1
0.852013,-0.053436,-0.993782,1
-0.151123,-2.423734,0.180477,0
-0.311895,-0.494402,0.181967,0
1.094152,0.018397,-0.689758,1
0.181946,1.556200,-0.320273,1
-0.870107,-2.096335,0.329794,0
-1.233510,-1.976015,-1.117988,0
-1.311354,-1.749642,0.178263,0
0.432190,0.740560,-0.008499,0
-0.123800,0.500259,-0.582989,0
1.102612,-0.415248,-0.409230,1
1.030472,0.263620,-0.333226,1
2.147024,1.387786,0.672871,1
3.752059,-1.198657,-0.371803,1
1.626892,0.420240,-1.427125,1
0.546906,-0.318483,-1.220190,1
-0.436849,0.022732,-0.519910,1
-0.949947,-1.731387,-0.739393,1
-0.573156,2.340809,0.491484,0
-0.834286,0.243372,-1.177644,1
-0.990891,0.680943,1.460130,0
-0.995861,-0.273066,0.362216,0
0.056717,-1.400222,0.042324,0
-2.183236,-0.697560,-1.432451,0
1.944165,1.858754,-0.573209,1
0.688782,1.061286,-0.418739,1
2.206929,-0.107452,-0.485321,1
0.579702,-1.021642,-0.248403,0
-0.278264,1.876925,0.741722,1
-0.933112,-0.311408,1.050733,0
1.450421,-1.373636,-0.290046,1
-2.007839,1.188413,-1.851377,1
-0.172535,0.824293,-3.154543,0
-0.566016,0.036895,-0.893217,0
-1.186173,-0.401273,-0.846766,0
0.581420,1.432930,-0.656419,1
0.047745,-0.294919,-0.051991,0
0.371755,-0.915192,-0.956962,0
1.161002,-0.140609,1.149492,1
-1.703361,-1.083696,0.757932,0
-1.090344,-0.179379,-0.176967,0
-0.326145,-0.478493,-2.589990,1
-0.811375,1.304439,-1.150124,0
1.187624,-1.585055,-0.636174,1
-0.329646,-1.655472,0.188035,0
1.283855,0.588648,3.035714,0
-0.021675,-1.066654,1.154751,0
0.754038,-0.777332,-0.745152,0
1.709500,0.508219,-0.260860,1
0.750916,0.975264,-1.623537,1
0.195442,0.355421,0.957235,0
0.127209,2.205354,0.691922,1
-0.019187,0.767627,1.803990,0
1.223978,-0.875139,0.590099,1
-0.752003,1.098124,-0.675247,0
-0.001192,1.931990,0.309153,1
-0.731798,0.077497,-1.176556,0
0.835641,-0.038397,1.451296,0
-0.197936,1.276682,-0.648617,0
1.301277,0.414188,-2.165195,1
-0.403787,1.744840,-0.728991,1
-0.910401,-1.054056,-0.700496,0
-1.031197,-1.606585,-1.497279,0
-0.521159,-0.683689,-1.226470,1
-0.048076,-0.431976,-0.463973,1
0.239814,0.475378,-2.586040,1
-2.171007,-0.426204,0.373310,0
0.518609,-1.022750,0.575803,0
-0.261688,0.419807,0.535921,0
1.939714,-0.414420,-0.450996,0
1.768934,-0.368998,-1.176015,1
1.235506,0.108326,-1.434922,1
-0.621392,-1.170772,1.043372,0
0.567163,0.459355,2.051011,0
-2.058431,-0.836121,0.064667,0
0.980816,-1.959676,-0.329950,1
1.543970,1.861024,-0.390219,1
1.711712,1.198070,0.723685,1
-0.789884,-1.447250,0.982848,0
-0.028134,-0.578720,-0.392907,1
-1.021859,0.068500,0.246055,0
-0.743630,0.786620,1.872637,0
1.234463,0.889264,-2.653252,1
-0.635840,0.781772,0.188488,1
0.636279,-0.898917,-0.746550,0
-0.170271,-0.119103,0.171205,0
0.906525,0.917111,1.546519,1
0.185511,0.672424,0.609752,0
1.289385,1.718518,1.976953,1
0.324270,0.416359,-0.002546,1
-0.121180,-0.193783,1.758982,0
0.067010,0.882019,0.150333,1
-0.063564,-1.220416,-0.030972,0
0.210151,-1.181438,0.916709,0
0.280428,-0.100134,0.416301,0
-1.096820,-0.148733,0.345259,0
-1.004610,0.133446,-0.453700,0
0.329502,-0.209978,1.196483,1
0.734671,0.321667,-0.845178,1
-1.471158,2.879012,-1.079445,1
-0.360389,-0.281098,-0.584051,0
-0.998194,-1.390670,-0.126780,0
-0.687180,0.215879,-0.582785,1
-0.386180,0.225157,-1.325297,1
-0.405183,0.408758,0.330005,0
0.217439,-0.385296,1.346110,1
0.482494,-1.180140,-1.099306,0
-0.245003,0.448016,-0.896538,1
0.003595,-2.012782,-0.475317,0
-0.751729,-0.549128,-0.610410,0
-0.394102,-0.593734,1.502497,0
-1.141841,1.253900,-1.621367,0
1.525193,-2.239553,0.574786,0
-0.144000,-0.180203,1.697204,0
-0.069015,0.627020,-0.251777,0
-0.059200,0.093511,0.884055,0
-0.449131,0.322943,-0.167167,0
-0.017003,-0.695839,-0.799690,1
-1.095100,1.165384,0.217305,0
0.283027,0.167279,0.762161,1
-0.366419,-0.707763,-0.605982,0
-0.746442,0.284502,0.015266,0
-0.738256,0.347886,-0.501599,0
-0.151675,-0.264494,-1.070041,1
0.846012,0.040894,0.131040,1
-0.030922,0.891292,1.656008,0
0.440253,0.873452,-0.338043,0
0.906001,-1.568764,1.788837,0
0.187691,0.051096,1.751358,0
-1.160193,-0.598136,-0.261797,0
0.153861,0.135945,-0.813857,1
-1.392074,-1.276723,0.376120,0
0.417727,-0.618971,-1.033340,0
-0.683595,0.524996,-0.479958,1
0.588075,1.040596,0.900719,1
0.769853,-0.516692,-0.261884,0
0.291751,-0.673766,0.401545,1
-1.352094,-1.013839,-0.349346,0
0.167020,-1.155424,0.047178,0
-2.155110,0.716664,-1.305313,0
-1.417363,-1.408871,-0.398857,0
0.982587,0.449512,-0.261119,1
1.116554,0.411298,-0.406316,1
1.768522,0.660534,1.770677,1
0.848859,-1.090186,-1.113549,1
-1.669458,-0.592954,0.867337,0
0.533191,-1.351251,-0.493641,1
0.208512,0.290283,1.704724,1
-0.876857,1.317899,-0.615244,1
0.015213,1.073040,-1.129267,1
0.524015,0.811513,-0.210386,1
-0.711544,1.147059,0.352240,0
0.407920,0.179305,-0.355656,0
-0.240193,-1.442157,1.690719,0
-0.661283,1.144899,0.585031,1
1.516708,-0.312143,-1.046495,1
0.796278,-0.326889,-1.265580,1
0.575847,-1.373474,0.779954,0
-0.482630,-1.123309,-0.637831,0
-0.613311,0.724264,0.294591,1
1.092342,-0.372703,0.079895,1
1.706739,0.899078,1.381551,1
1.057265,-1.784670,0.880859,0
0.054214,-0.527255,-0.425274,1
0.839976,-1.497786,0.218104,0
-0.950803,0.392622,-0.328718,0
-0.769165,0.281299,-0.010038,0
-0.840998,-0.182506,0.405148,0
0.488107,-0.824003,2.727745,0
-0.790126,0.194003,-0.902381,1
1.801416,-0.387620,0.172771,1
-0.000029,1.431734,0.894246,0
1.545904,1.162061,0.486368,1
0.065708,-0.795466,0.467606,0
-2.234962,0.926203,0.191453,0
-0.136180,0.188467,1.115326,0
0.288002,3.214391,-0.169000,1
1.734029,-0.805008,-1.040997,0
0.533662,0.625631,0.741488,0
1.005859,1.197266,-0.097311,1
0.675596,0.367144,0.641970,0
-0.174622,-1.212473,0.631277,0
-0.098815,0.296799,-1.556516,1
-0.467271,0.129051,1.115370,0
1.197234,0.124075,0.028190,1
-1.247026,0.594106,0.061509,1
-0.216807,-0.363317,0.369638,0
-1.173969,-0.193958,1.267630,0
-0.870460,0.715937,-1.853444,0
-0.004150,0.180925,0.220399,0
-0.150500,-1.398733,0.219562,0
-0.149243,0.261579,-1.756626,1
0.788146,1.548968,-1.503960,1
-1.235949,-1.345258,1.596074,0
-0.804194,0.219028,0.641946,0
2.247279,0.605779,-2.992982,1
-0.736576,-0.204147,0.013466,0
-1.084918,1.363405,0.597342,0
0.679650,0.675181,1.267307,0
0.779882,-0.607788,1.155045,0
-2.271779,0.035354,-1.784163,0
-0.058192,-0.401305,-1.486920,0
-0.844591,-0.248109,1.288500,0
-0.472195,1.273878,-1.368062,1
-0.175235,0.236325,0.638462,0
0.801158,-0.009310,2.411799,0
1.269175,0.647090,-1.174126,1
-1.060411,-2.231995,0.853316,0
0.052026,-0.261019,1.583682,0
-0.655866,0.731533,-1.243292,0
-1.051130,-2.200017,-1.177293,0
-1.097822,-0.550032,-1.160974,1
0.001197,0.490745,-0.105687,0
-0.973943,0.837266,-0.057407,1
-3.162596,1.110109,-0.493967,1
-0.510755,0.028269,0.660378,0
0.872738,-0.645216,1.289103,1
0.495637,-0.724194,-0.210571,1
-2.033343,-0.551749,0.938074,0
1.278978,-0.628315,0.323257,0
0.484378,0.462728,1.136374,1
1.253524,0.208919,-1.226164,1
-1.304135,-0.438710,0.737109,0
1.593065,-0.004053,-1.690069,1
0.174060,-0.350609,1.412454,0
-1.435847,0.466789,-1.147685,1
0.270094,-1.403284,1.079392,1
-2.004056,0.903074,0.484028,0
0.343328,0.491886,-0.693005,1
-1.349524,1.958563,1.527687,0
-0.005400,1.419859,-0.490994,1
-0.402377,1.167473,-0.607683,1
